Symbol,Type,Quantity,Price,Value,Fees,Date
XRP,Buy,387.486218,€0.26,€100.00,€0.00,"Feb 21, 2020, 9:00:16 AM"
XRP,Buy,138.038012,€0.19,€25.54,€0.00,"Mar 11, 2020, 5:17:41 PM"
XRP,Sell,525.52423,€0.20,€102.57,€0.00,"Apr 29, 2020, 12:06:08 PM"
LTC,Buy,2.26448381,€44.16,€100.00,€0.00,"Apr 30, 2020, 12:19:14 PM"
LTC,Sell,2.26448381,€41.98,€95.07,€0.00,"May 4, 2020, 3:32:48 PM"
LTC,Buy,2.50243781,€39.96,€100.00,€0.00,"May 10, 2020, 11:51:30 AM"
LTC,Sell,2.50243781,€42.03,€105.16,€0.00,"May 18, 2020, 6:10:49 AM"
BTC,Buy,0.01157867,"€8,636.57",€100.00,€0.00,"May 24, 2020, 10:50:22 AM"
BTC,Payment,0.00003585,"36,266.90 PLN",1.30 PLN,0.00 PLN,"Jun 14, 2020, 2:08:48 AM"
BTC,Payment,0.00156429,"€8,150.69",€12.75,€0.00,"Jun 15, 2020, 4:28:55 AM"
BTC,Payment,0.00654002,"€8,139.12",€53.23,€0.00,"Jun 16, 2020, 3:23:49 AM"
BTC,Sell,0.00343851,"€8,947.13",€30.76,€0.00,"Jul 27, 2020, 7:20:34 PM"
XRP,Buy,370.64858,€0.27,€100.00,€2.49,"Jan 30, 2021, 2:43:09 PM"
XRP,Sell,361.382368,€0.33,€117.85,€2.95,"Jan 30, 2021, 9:19:25 PM"
BTC,Buy,0.00002069,"€48,314.45",€1.00,€0.01,"May 3, 2021, 8:49:07 AM"
XRP,Buy,0.745135,€1.34,€1.00,€0.01,"May 3, 2021, 8:49:36 AM"
LTC,Buy,0.00434787,€230.00,€1.00,€0.01,"May 3, 2021, 8:49:57 AM"
ETH,Buy,0.00038904,"€2,570.39",€1.00,€0.01,"May 3, 2021, 8:50:14 AM"
XLM,Buy,2.1113834,€0.47,€1.00,€0.01,"May 3, 2021, 8:50:37 AM"
ETH,Buy,0.00035759,"€2,796.45",€1.00,€0.01,"May 4, 2021, 9:26:19 AM"
BTC,Buy,0.00002138,"€46,763.94",€1.00,€0.01,"May 4, 2021, 9:30:51 AM"
XRP,Buy,0.806554,€1.24,€1.00,€0.01,"May 4, 2021, 9:36:54 AM"
XLM,Buy,2.2634015,€0.44,€1.00,€0.01,"May 4, 2021, 9:37:24 AM"
LTC,Buy,0.00421386,€237.31,€1.00,€0.02,"May 4, 2021, 9:42:55 AM"
ETH,Buy,0.00036416,"€2,745.98",€1.00,€0.01,"May 5, 2021, 9:27:31 AM"
BTC,Buy,0.00002194,"€45,572.00",€1.00,€0.01,"May 5, 2021, 9:32:20 AM"
XRP,Buy,0.834055,€1.20,€1.00,€0.01,"May 5, 2021, 9:39:26 AM"
XLM,Buy,2.2392192,€0.45,€1.00,€0.01,"May 5, 2021, 9:40:05 AM"
LTC,Buy,0.00364525,€274.33,€1.00,€0.01,"May 5, 2021, 9:46:14 AM"
ETH,Buy,0.00034799,"€2,873.58",€1.00,€0.01,"May 7, 2021, 9:33:31 AM"
BTC,Buy,0.00002152,"€46,448.16",€1.00,€0.01,"May 7, 2021, 9:37:51 AM"
XRP,Buy,0.757571,€1.32,€1.00,€0.01,"May 7, 2021, 9:43:29 AM"
XLM,Buy,1.889709,€0.53,€1.00,€0.01,"May 7, 2021, 9:43:55 AM"
LTC,Buy,0.00331324,€301.82,€1.00,€0.01,"May 7, 2021, 9:48:48 AM"
ETH,Buy,0.00034402,"€2,906.81",€1.00,€0.02,"May 8, 2021, 9:24:11 AM"
BTC,Buy,0.00002091,"€47,824.01",€1.00,€0.02,"May 8, 2021, 9:28:04 AM"
XRP,Buy,0.758437,€1.32,€1.00,€0.01,"May 8, 2021, 9:33:21 AM"
XLM,Buy,1.9345502,€0.52,€1.00,€0.01,"May 8, 2021, 9:33:48 AM"
LTC,Buy,0.00351071,€284.84,€1.00,€0.02,"May 8, 2021, 9:39:01 AM"
ETH,Buy,0.00030622,"€3,265.63",€1.00,€0.02,"May 9, 2021, 9:26:52 AM"
BTC,Buy,0.00002092,"€47,801.15",€1.00,€0.02,"May 9, 2021, 9:30:21 AM"
XRP,Buy,0.804247,€1.24,€1.00,€0.01,"May 9, 2021, 9:35:29 AM"
XLM,Buy,2.0185632,€0.50,€1.00,€0.02,"May 9, 2021, 9:35:55 AM"
LTC,Buy,0.0035016,€285.58,€1.00,€0.02,"May 9, 2021, 9:40:48 AM"
ETH,Buy,0.00029425,"€3,398.47",€1.00,€0.02,"May 10, 2021, 9:33:29 AM"
BTC,Buy,0.00002061,"€48,513.07",€1.00,€0.01,"May 10, 2021, 9:38:51 AM"
XRP,Buy,0.748594,€1.34,€1.00,€0.01,"May 10, 2021, 9:56:27 AM"
XLM,Buy,1.6857712,€0.59,€1.00,€0.01,"May 10, 2021, 9:57:19 AM"
LTC,Buy,0.00304742,€328.15,€1.00,€0.02,"May 10, 2021, 10:05:35 AM"
ETH,Buy,0.0003084,"€3,242.50",€1.00,€0.01,"May 11, 2021, 9:29:58 AM"
BTC,Buy,0.00002178,"€45,913.68",€1.00,€0.02,"May 11, 2021, 9:35:09 AM"
XRP,Buy,0.843572,€1.19,€1.00,€0.01,"May 11, 2021, 9:42:19 AM"
XLM,Buy,1.8828653,€0.53,€1.00,€0.01,"May 11, 2021, 9:42:54 AM"
LTC,Buy,0.0033403,€299.37,€1.00,€0.02,"May 11, 2021, 9:49:13 AM"
ETH,Buy,0.00028014,"€3,569.58",€1.00,€0.01,"May 12, 2021, 9:25:38 AM"
BTC,Buy,0.00002116,"€47,239.22",€1.00,€0.01,"May 12, 2021, 9:29:40 AM"
XRP,Buy,0.812738,€1.23,€1.00,€0.01,"May 12, 2021, 9:35:13 AM"
XLM,Buy,1.7496643,€0.57,€1.00,€0.01,"May 12, 2021, 9:35:40 AM"
LTC,Buy,0.00317222,€315.24,€1.00,€0.02,"May 12, 2021, 9:40:36 AM"
ETH,Buy,0.00031259,"€3,198.98",€1.00,€0.01,"May 13, 2021, 6:22:59 PM"
XLM,Buy,1.9614551,€0.51,€1.00,€0.01,"May 13, 2021, 6:23:10 PM"
LTC,Buy,0.00375969,€265.98,€1.00,€0.02,"May 13, 2021, 6:23:23 PM"
BTC,Buy,0.00002402,"€41,628.51",€1.00,€0.01,"May 13, 2021, 6:23:37 PM"
XRP,Buy,0.904551,€1.11,€1.00,€0.01,"May 13, 2021, 6:23:53 PM"
ETH,Buy,0.00031262,"€3,198.73",€1.00,€0.01,"May 14, 2021, 9:25:04 AM"
BTC,Buy,0.00002421,"€41,305.25",€1.00,€0.03,"May 14, 2021, 9:29:08 AM"
XRP,Buy,0.887855,€1.13,€1.00,€0.01,"May 14, 2021, 9:34:22 AM"
XLM,Buy,1.7758032,€0.56,€1.00,€0.01,"May 14, 2021, 9:34:50 AM"
LTC,Buy,0.00376693,€265.47,€1.00,€0.01,"May 14, 2021, 9:40:13 AM"
ETH,Buy,0.00030817,"€3,244.89",€1.00,€0.01,"May 15, 2021, 9:27:42 AM"
BTC,Buy,0.00002481,"€40,304.05",€1.00,€0.01,"May 15, 2021, 9:31:08 AM"
XRP,Buy,0.888907,€1.12,€1.00,€0.01,"May 15, 2021, 9:35:37 AM"
XLM,Buy,1.8099003,€0.55,€1.00,€0.01,"May 15, 2021, 9:36:00 AM"
LTC,Buy,0.00383743,€260.59,€1.00,€0.01,"May 15, 2021, 9:40:06 AM"
ETH,Buy,0.00031469,"€3,177.67",€1.00,€0.01,"May 16, 2021, 9:23:49 AM"
BTC,Buy,0.00002479,"€40,323.72",€1.00,€0.01,"May 16, 2021, 9:27:17 AM"
XRP,Buy,0.774728,€1.29,€1.00,€0.01,"May 16, 2021, 9:31:46 AM"
XLM,Buy,1.6155616,€0.62,€1.00,€0.01,"May 16, 2021, 9:32:08 AM"
LTC,Buy,0.00387272,€258.22,€1.00,€0.01,"May 16, 2021, 9:36:19 AM"
ETH,Buy,0.00034911,"€2,864.39",€1.00,€0.01,"May 17, 2021, 9:23:36 AM"
BTC,Buy,0.00002708,"€36,921.08",€1.00,€0.01,"May 17, 2021, 9:27:43 AM"
XRP,Buy,0.852599,€1.17,€1.00,€0.01,"May 17, 2021, 9:33:51 AM"
XLM,Buy,1.7989153,€0.56,€1.00,€0.01,"May 17, 2021, 9:34:24 AM"
LTC,Buy,0.00424424,€235.61,€1.00,€0.01,"May 17, 2021, 9:39:33 AM"
ETH,Buy,0.00034904,"€2,864.93",€1.00,€0.01,"May 18, 2021, 9:33:21 AM"
BTC,Buy,0.00002693,"€37,133.31",€1.00,€0.03,"May 18, 2021, 9:38:07 AM"
XRP,Buy,0.801357,€1.25,€1.00,€0.01,"May 18, 2021, 9:44:30 AM"
XLM,Buy,1.8516658,€0.54,€1.00,€0.01,"May 18, 2021, 9:45:03 AM"
LTC,Buy,0.0040098,€249.39,€1.00,€0.01,"May 18, 2021, 9:50:43 AM"
ETH,Buy,0.00041913,"€2,385.87",€1.00,€0.01,"May 19, 2021, 9:26:17 AM"
BTC,Buy,0.00003082,"€32,436.07",€1.00,€0.01,"May 19, 2021, 9:30:49 AM"
XRP,Buy,0.843047,€1.19,€1.00,€0.01,"May 19, 2021, 9:36:56 AM"
XLM,Buy,2.1392566,€0.47,€1.00,€0.01,"May 19, 2021, 9:37:28 AM"
LTC,Buy,0.00452978,€220.76,€1.00,€0.01,"May 19, 2021, 9:43:27 AM"
ETH,Buy,0.0004426,"€2,259.38",€1.00,€0.03,"May 20, 2021, 9:30:54 AM"
BTC,Buy,0.00003005,"€33,273.22",€1.00,€0.01,"May 20, 2021, 9:36:09 AM"
XRP,Buy,0.991813,€1.01,€1.00,€0.01,"May 20, 2021, 9:42:56 AM"
XLM,Buy,2.4418813,€0.41,€1.00,€0.01,"May 20, 2021, 9:43:30 AM"
LTC,Buy,0.00573421,€174.39,€1.00,€0.03,"May 20, 2021, 9:49:22 AM"
ETH,Buy,0.0004498,"€2,223.19",€1.00,€0.01,"May 21, 2021, 9:26:50 AM"
BTC,Buy,0.00003069,"€32,576.47",€1.00,€0.01,"May 21, 2021, 9:31:18 AM"
XRP,Buy,1.08385,€0.92,€1.00,€0.01,"May 21, 2021, 9:37:36 AM"
XLM,Buy,2.5800353,€0.39,€1.00,€0.01,"May 21, 2021, 9:38:11 AM"
LTC,Buy,0.00602275,€166.04,€1.00,€0.01,"May 21, 2021, 9:43:41 AM"
ETH,Buy,0.00054864,"€1,822.66",€1.00,€0.01,"May 22, 2021, 9:25:38 AM"
BTC,Buy,0.00003358,"€29,779.28",€1.00,€0.01,"May 22, 2021, 9:29:21 AM"
XRP,Buy,1.371978,€0.73,€1.00,€0.01,"May 22, 2021, 9:34:54 AM"
XLM,Buy,3.17064,€0.32,€1.00,€0.01,"May 22, 2021, 9:35:23 AM"
LTC,Buy,0.00738708,€135.37,€1.00,€0.01,"May 22, 2021, 9:40:34 AM"
ETH,Buy,0.00055861,"€1,790.13",€1.00,€0.01,"May 23, 2021, 9:29:44 AM"
BTC,Buy,0.00003356,"€29,790.01",€1.00,€0.01,"May 23, 2021, 9:33:23 AM"
XRP,Buy,1.362454,€0.73,€1.00,€0.01,"May 23, 2021, 9:38:17 AM"
XLM,Buy,3.2644026,€0.31,€1.00,€0.01,"May 23, 2021, 9:38:42 AM"
LTC,Buy,0.00756929,€132.11,€1.00,€0.01,"May 23, 2021, 9:43:08 AM"
ETH,Buy,0.00054206,"€1,844.80",€1.00,€0.01,"May 24, 2021, 9:35:40 AM"
BTC,Buy,0.00003321,"€30,111.41",€1.00,€0.03,"May 24, 2021, 9:40:51 AM"
XRP,Buy,1.423714,€0.70,€1.00,€0.01,"May 24, 2021, 9:47:25 AM"
XLM,Buy,2.8403243,€0.35,€1.00,€0.01,"May 24, 2021, 9:48:06 AM"
LTC,Buy,0.00746397,€133.98,€1.00,€0.01,"May 24, 2021, 9:54:34 AM"
ETH,Buy,0.00046303,"€2,159.67",€1.00,€0.01,"May 25, 2021, 9:31:32 AM"
BTC,Buy,0.00003152,"€31,716.83",€1.00,€0.01,"May 25, 2021, 9:36:16 AM"
XRP,Buy,1.210493,€0.83,€1.00,€0.01,"May 25, 2021, 9:42:37 AM"
XLM,Buy,2.7233031,€0.37,€1.00,€0.01,"May 25, 2021, 9:43:15 AM"
LTC,Buy,0.00659312,€151.67,€1.00,€0.03,"May 25, 2021, 9:49:13 AM"
ETH,Buy,0.00042531,"€2,351.23",€1.00,€0.02,"May 26, 2021, 9:31:14 AM"
BTC,Buy,0.00003025,"€33,057.85",€1.00,€0.02,"May 26, 2021, 9:35:15 AM"
XRP,Buy,1.161073,€0.86,€1.00,€0.01,"May 26, 2021, 9:41:12 AM"
XLM,Buy,2.6131153,€0.38,€1.00,€0.01,"May 26, 2021, 9:41:46 AM"
LTC,Buy,0.00607651,€164.57,€1.00,€0.01,"May 26, 2021, 9:47:42 AM"
ETH,Buy,0.00044602,"€2,242.01",€1.00,€0.01,"May 27, 2021, 9:29:38 AM"
BTC,Buy,0.00003178,"€31,465.34",€1.00,€0.01,"May 27, 2021, 9:33:40 AM"
XRP,Buy,1.227991,€0.81,€1.00,€0.01,"May 27, 2021, 9:39:43 AM"
XLM,Buy,2.8488231,€0.35,€1.00,€0.02,"May 27, 2021, 9:40:16 AM"
LTC,Buy,0.00643283,€155.45,€1.00,€0.01,"May 27, 2021, 9:45:34 AM"
ETH,Buy,0.00047575,"€2,101.93",€1.00,€0.01,"May 28, 2021, 9:36:52 AM"
BTC,Buy,0.00003315,"€30,160.41",€1.00,€0.01,"May 28, 2021, 9:42:15 AM"
XRP,Buy,1.365074,€0.73,€1.00,€0.01,"May 28, 2021, 9:49:21 AM"
XLM,Buy,3.1094843,€0.32,€1.00,€0.02,"May 28, 2021, 9:50:00 AM"
LTC,Buy,0.00670794,€149.08,€1.00,€0.01,"May 28, 2021, 9:56:23 AM"
ETH,Buy,0.00048431,"€2,064.79",€1.00,€0.02,"May 29, 2021, 9:32:00 AM"
BTC,Buy,0.00003343,"€29,913.25",€1.00,€0.02,"May 29, 2021, 9:35:42 AM"
XRP,Buy,1.347697,€0.74,€1.00,€0.01,"May 29, 2021, 9:40:48 AM"
XLM,Buy,3.1599686,€0.32,€1.00,€0.01,"May 29, 2021, 9:41:19 AM"
LTC,Buy,0.0067478,€148.20,€1.00,€0.02,"May 29, 2021, 9:46:31 AM"
ETH,Buy,0.0005038,"€1,984.91",€1.00,€0.02,"May 30, 2021, 9:27:24 AM"
BTC,Buy,0.00003399,"€29,420.42",€1.00,€0.02,"May 30, 2021, 9:31:06 AM"
XRP,Buy,1.382176,€0.72,€1.00,€0.01,"May 30, 2021, 9:36:12 AM"
XLM,Buy,3.0699744,€0.33,€1.00,€0.01,"May 30, 2021, 9:36:40 AM"
LTC,Buy,0.00686079,€145.76,€1.00,€0.02,"May 30, 2021, 9:42:01 AM"
ETH,Buy,0.00049836,"€2,006.55",€1.00,€0.01,"May 31, 2021, 9:40:23 AM"
BTC,Buy,0.00003397,"€29,433.75",€1.00,€0.01,"May 31, 2021, 9:45:11 AM"
XRP,Buy,1.215585,€0.82,€1.00,€0.01,"May 31, 2021, 9:51:54 AM"
XLM,Buy,3.1063059,€0.32,€1.00,€0.01,"May 31, 2021, 9:52:35 AM"
LTC,Buy,0.00699507,€142.96,€1.00,€0.02,"May 31, 2021, 9:59:15 AM"
ETH,Buy,0.0004629,"€2,160.27",€1.00,€0.01,"Jun 1, 2021, 9:30:05 AM"
BTC,Buy,0.00003327,"€30,057.11",€1.00,€0.02,"Jun 1, 2021, 9:34:12 AM"
XRP,Buy,1.168968,€0.86,€1.00,€0.01,"Jun 1, 2021, 9:40:07 AM"
XLM,Buy,3.0569709,€0.33,€1.00,€0.01,"Jun 1, 2021, 9:40:42 AM"
LTC,Buy,0.00667229,€149.87,€1.00,€0.01,"Jun 1, 2021, 9:46:33 AM"
ETH,Buy,0.00045719,"€2,187.26",€1.00,€0.01,"Jun 2, 2021, 9:28:10 AM"
BTC,Buy,0.00003276,"€30,524.10",€1.00,€0.01,"Jun 2, 2021, 9:31:59 AM"
XRP,Buy,1.187678,€0.84,€1.00,€0.01,"Jun 2, 2021, 9:36:53 AM"
XLM,Buy,2.8894489,€0.35,€1.00,€0.01,"Jun 2, 2021, 9:37:20 AM"
LTC,Buy,0.00656777,€152.26,€1.00,€0.01,"Jun 2, 2021, 9:41:47 AM"
ETH,Buy,0.00043194,"€2,315.13",€1.00,€0.01,"Jun 3, 2021, 9:21:35 AM"
BTC,Buy,0.00003156,"€31,676.95",€1.00,€0.01,"Jun 3, 2021, 9:24:56 AM"
XRP,Buy,1.179052,€0.85,€1.00,€0.01,"Jun 3, 2021, 9:29:36 AM"
XLM,Buy,2.8750153,€0.35,€1.00,€0.01,"Jun 3, 2021, 9:30:05 AM"
LTC,Buy,0.00637738,€156.80,€1.00,€0.01,"Jun 3, 2021, 9:35:37 AM"
ETH,Buy,0.00046165,"€2,166.11",€1.00,€0.01,"Jun 4, 2021, 9:31:54 AM"
BTC,Buy,0.00003302,"€30,277.43",€1.00,€0.01,"Jun 4, 2021, 9:36:42 AM"
XRP,Buy,1.278088,€0.78,€1.00,€0.01,"Jun 4, 2021, 9:43:41 AM"
XLM,Buy,3.1534848,€0.32,€1.00,€0.01,"Jun 4, 2021, 9:44:20 AM"
LTC,Buy,0.00694765,€143.93,€1.00,€0.01,"Jun 4, 2021, 9:50:50 AM"
ETH,Buy,0.00043257,"€2,311.76",€1.00,€0.03,"Jun 5, 2021, 9:26:55 AM"
BTC,Buy,0.0000321,"€31,152.65",€1.00,€0.03,"Jun 5, 2021, 9:30:38 AM"
XRP,Buy,1.222433,€0.82,€1.00,€0.01,"Jun 5, 2021, 9:35:34 AM"
XLM,Buy,3.021744,€0.33,€1.00,€0.03,"Jun 5, 2021, 9:36:02 AM"
LTC,Buy,0.00658871,€151.77,€1.00,€0.03,"Jun 5, 2021, 9:40:34 AM"
ETH,Buy,0.00045431,"€2,201.14",€1.00,€0.03,"Jun 6, 2021, 9:27:09 AM"
BTC,Buy,0.00003381,"€29,577.05",€1.00,€0.03,"Jun 6, 2021, 9:30:25 AM"
XRP,Buy,1.292064,€0.77,€1.00,€0.01,"Jun 6, 2021, 9:34:54 AM"
XLM,Buy,3.1732394,€0.32,€1.00,€0.03,"Jun 6, 2021, 9:35:17 AM"
LTC,Buy,0.00680243,€147.01,€1.00,€0.03,"Jun 6, 2021, 9:39:29 AM"
ETH,Buy,0.00044013,"€2,272.05",€1.00,€0.01,"Jun 7, 2021, 9:27:41 AM"
BTC,Buy,0.00003361,"€29,749.16",€1.00,€0.01,"Jun 7, 2021, 9:32:21 AM"
XRP,Buy,1.271638,€0.79,€1.00,€0.01,"Jun 7, 2021, 9:38:10 AM"
XLM,Buy,3.1649919,€0.32,€1.00,€0.01,"Jun 7, 2021, 9:38:44 AM"
LTC,Buy,0.00682386,€146.54,€1.00,€0.03,"Jun 7, 2021, 9:44:10 AM"
ETH,Buy,0.00048336,"€2,068.83",€1.00,€0.01,"Jun 8, 2021, 9:26:29 AM"
BTC,Buy,0.0000367,"€27,247.96",€1.00,€0.03,"Jun 8, 2021, 9:30:26 AM"
XRP,Buy,1.410449,€0.71,€1.00,€0.01,"Jun 8, 2021, 9:35:53 AM"
XLM,Buy,3.5764871,€0.28,€1.00,€0.01,"Jun 8, 2021, 9:36:25 AM"
LTC,Buy,0.00767695,€130.26,€1.00,€0.01,"Jun 8, 2021, 9:41:54 AM"
DOGE,Buy,3.71674852,€0.27,€1.00,€0.01,"Jun 8, 2021, 2:45:03 PM"
DOGE,Buy,3.72278208,€0.27,€1.00,€0.03,"Jun 9, 2021, 9:22:15 AM"
ETH,Buy,0.00048342,"€2,068.56",€1.00,€0.01,"Jun 9, 2021, 9:26:37 AM"
BTC,Buy,0.00003557,"€28,111.21",€1.00,€0.01,"Jun 9, 2021, 9:31:06 AM"
XRP,Buy,1.395885,€0.72,€1.00,€0.01,"Jun 9, 2021, 9:37:35 AM"
XLM,Buy,3.5254722,€0.28,€1.00,€0.01,"Jun 9, 2021, 9:38:10 AM"
LTC,Buy,0.00755522,€132.36,€1.00,€0.01,"Jun 9, 2021, 9:43:34 AM"
DOGE,Buy,3.62272446,€0.28,€1.00,€0.01,"Jun 10, 2021, 9:17:20 AM"
ETH,Buy,0.00047694,"€2,096.70",€1.00,€0.03,"Jun 10, 2021, 9:20:55 AM"
BTC,Buy,0.00003294,"€30,358.23",€1.00,€0.03,"Jun 10, 2021, 9:24:17 AM"
XRP,Buy,1.366776,€0.73,€1.00,€0.01,"Jun 10, 2021, 9:28:50 AM"
XLM,Buy,3.435743,€0.29,€1.00,€0.03,"Jun 10, 2021, 9:29:14 AM"
LTC,Buy,0.00721642,€138.57,€1.00,€0.01,"Jun 10, 2021, 9:33:14 AM"
DOGE,Buy,3.78516964,€0.26,€1.00,€0.03,"Jun 11, 2021, 9:25:44 AM"
ETH,Buy,0.00049939,"€2,002.43",€1.00,€0.01,"Jun 11, 2021, 9:29:03 AM"
BTC,Buy,0.00003277,"€30,513.85",€1.00,€0.01,"Jun 11, 2021, 9:32:14 AM"
XRP,Buy,1.401817,€0.71,€1.00,€0.01,"Jun 11, 2021, 9:36:40 AM"
XLM,Buy,3.6103362,€0.28,€1.00,€0.01,"Jun 11, 2021, 9:37:04 AM"
LTC,Buy,0.00709803,€140.88,€1.00,€0.01,"Jun 11, 2021, 9:41:18 AM"
DOGE,Buy,3.9162176,€0.26,€1.00,€0.01,"Jun 12, 2021, 9:21:42 AM"
ETH,Buy,0.00052211,"€1,915.29",€1.00,€0.01,"Jun 12, 2021, 9:24:38 AM"
BTC,Buy,0.0000342,"€29,233.70",€1.00,€0.01,"Jun 12, 2021, 9:27:24 AM"
XRP,Buy,1.475291,€0.68,€1.00,€0.01,"Jun 12, 2021, 9:31:01 AM"
XLM,Buy,3.8755277,€0.26,€1.00,€0.01,"Jun 12, 2021, 9:31:20 AM"
LTC,Buy,0.00768264,€130.16,€1.00,€0.01,"Jun 12, 2021, 9:34:36 AM"
DOGE,Buy,3.89732983,€0.26,€1.00,€0.01,"Jun 13, 2021, 9:21:34 AM"
ETH,Buy,0.00051786,"€1,931.01",€1.00,€0.01,"Jun 13, 2021, 9:24:25 AM"
BTC,Buy,0.00003421,"€29,223.36",€1.00,€0.01,"Jun 13, 2021, 9:27:07 AM"
XRP,Buy,1.465503,€0.68,€1.00,€0.01,"Jun 13, 2021, 9:30:40 AM"
XLM,Buy,3.8337271,€0.26,€1.00,€0.01,"Jun 13, 2021, 9:31:00 AM"
LTC,Buy,0.00760339,€131.52,€1.00,€0.01,"Jun 13, 2021, 9:34:21 AM"
DOGE,Buy,3.72504075,€0.27,€1.00,€0.01,"Jun 14, 2021, 9:22:17 AM"
ETH,Buy,0.00048403,"€2,065.99",€1.00,€0.03,"Jun 14, 2021, 9:25:23 AM"
BTC,Buy,0.0000305,"€32,785.70",€1.00,€0.01,"Jun 14, 2021, 9:28:31 AM"
XRP,Buy,1.377589,€0.73,€1.00,€0.01,"Jun 14, 2021, 9:33:08 AM"
XLM,Buy,3.5760454,€0.28,€1.00,€0.03,"Jun 14, 2021, 9:33:35 AM"
LTC,Buy,0.00714782,€139.90,€1.00,€0.01,"Jun 14, 2021, 9:38:07 AM"
DOGE,Buy,3.71081603,€0.27,€1.00,€0.01,"Jun 15, 2021, 9:19:02 AM"
ETH,Buy,0.00046509,"€2,150.09",€1.00,€0.01,"Jun 15, 2021, 9:23:00 AM"
BTC,Buy,0.00003012,"€33,199.76",€1.00,€0.01,"Jun 15, 2021, 9:26:36 AM"
XRP,Buy,1.356587,€0.74,€1.00,€0.01,"Jun 15, 2021, 9:31:13 AM"
XLM,Buy,3.4974657,€0.29,€1.00,€0.01,"Jun 15, 2021, 9:31:38 AM"
LTC,Buy,0.00678257,€147.44,€1.00,€0.01,"Jun 15, 2021, 9:35:57 AM"
DOGE,Buy,3.79853539,€0.26,€1.00,€0.01,"Jun 16, 2021, 9:15:08 AM"
ETH,Buy,0.00047679,"€2,097.36",€1.00,€0.03,"Jun 16, 2021, 9:18:08 AM"
BTC,Buy,0.00003004,"€33,280.27",€1.00,€0.01,"Jun 16, 2021, 9:20:50 AM"
XRP,Buy,1.392558,€0.72,€1.00,€0.01,"Jun 16, 2021, 9:24:24 AM"
XLM,Buy,3.5869973,€0.28,€1.00,€0.01,"Jun 16, 2021, 9:24:45 AM"
LTC,Buy,0.00692697,€144.36,€1.00,€0.01,"Jun 16, 2021, 9:27:51 AM"
DOGE,Buy,3.82050587,€0.26,€1.00,€0.03,"Jun 17, 2021, 9:19:45 AM"
ETH,Buy,0.0004874,"€2,051.70",€1.00,€0.03,"Jun 17, 2021, 9:22:43 AM"
BTC,Buy,0.0000304,"€32,894.74",€1.00,€0.03,"Jun 17, 2021, 9:25:26 AM"
XRP,Buy,1.387011,€0.72,€1.00,€0.01,"Jun 17, 2021, 9:29:00 AM"
XLM,Buy,3.6212148,€0.28,€1.00,€0.01,"Jun 17, 2021, 9:29:19 AM"
LTC,Buy,0.00690579,€144.81,€1.00,€0.01,"Jun 17, 2021, 9:32:48 AM"
DOGE,Buy,3.93011268,€0.25,€1.00,€0.03,"Jun 18, 2021, 9:19:40 AM"
ETH,Buy,0.00050791,"€1,968.83",€1.00,€0.01,"Jun 18, 2021, 9:23:04 AM"
BTC,Buy,0.00003156,"€31,685.68",€1.00,€0.03,"Jun 18, 2021, 9:26:16 AM"
XRP,Buy,1.415022,€0.71,€1.00,€0.01,"Jun 18, 2021, 9:30:26 AM"
XLM,Buy,3.7931483,€0.26,€1.00,€0.01,"Jun 18, 2021, 9:30:51 AM"
LTC,Buy,0.00717146,€139.44,€1.00,€0.03,"Jun 18, 2021, 9:34:52 AM"
DOGE,Buy,4.07388315,€0.25,€1.00,€0.03,"Jun 19, 2021, 9:20:01 AM"
ETH,Buy,0.00053378,"€1,873.43",€1.00,€0.03,"Jun 19, 2021, 9:22:41 AM"
BTC,Buy,0.00003335,"€29,985.01",€1.00,€0.03,"Jun 19, 2021, 9:25:05 AM"
XRP,Buy,1.494704,€0.67,€1.00,€0.01,"Jun 19, 2021, 9:28:10 AM"
XLM,Buy,3.9780592,€0.25,€1.00,€0.03,"Jun 19, 2021, 9:28:28 AM"
LTC,Buy,0.00751126,€133.13,€1.00,€0.03,"Jun 19, 2021, 9:31:29 AM"
DOGE,Buy,4.19111172,€0.24,€1.00,€0.03,"Jun 20, 2021, 9:12:20 AM"
ETH,Buy,0.00053926,"€1,854.39",€1.00,€0.03,"Jun 20, 2021, 9:14:54 AM"
BTC,Buy,0.00003337,"€29,967.04",€1.00,€0.03,"Jun 20, 2021, 9:17:13 AM"
XRP,Buy,1.569133,€0.64,€1.00,€0.01,"Jun 20, 2021, 9:20:18 AM"
XLM,Buy,4.0822507,€0.24,€1.00,€0.03,"Jun 20, 2021, 9:20:34 AM"
LTC,Buy,0.0077434,€129.14,€1.00,€0.03,"Jun 20, 2021, 9:23:29 AM"
DOGE,Buy,4.61782375,€0.22,€1.00,€0.03,"Jun 21, 2021, 9:24:42 AM"
ETH,Buy,0.00059289,"€1,686.65",€1.00,€0.03,"Jun 21, 2021, 9:28:50 AM"
BTC,Buy,0.00003623,"€27,597.17",€1.00,€0.01,"Jun 21, 2021, 9:33:03 AM"
XRP,Buy,1.694431,€0.59,€1.00,€0.01,"Jun 21, 2021, 9:38:22 AM"
XLM,Buy,4.3699353,€0.23,€1.00,€0.03,"Jun 21, 2021, 9:38:53 AM"
LTC,Buy,0.00856045,€116.82,€1.00,€0.01,"Jun 21, 2021, 9:43:37 AM"
DOGE,Buy,5.89284235,€0.17,€1.00,€0.03,"Jun 22, 2021, 9:12:54 AM"
